iter	Logloss
369	0.355803648
370	0.3551297804
371	0.3549853093
372	0.3547583215
373	0.354629946
374	0.3535692416
375	0.3522455951
376	0.3519924972
377	0.3512874276
378	0.3509425884
379	0.3507710475
380	0.3506393348
381	0.3500151287
382	0.3499321519
383	0.3498360152
384	0.349215381
385	0.3487212666
386	0.3475338263
387	0.3473442893
388	0.3472230205
389	0.3471169564
390	0.3467785325
391	0.3466000759
392	0.3464294708
393	0.346347353
394	0.3456582942
395	0.3450855656
396	0.3445363942
397	0.3436262953
398	0.3434568089
399	0.342520644
400	0.3420691471
401	0.3416569653
402	0.3409615109
403	0.3401797498
404	0.3401396016
405	0.3393711383
406	0.3387405124
407	0.3387131346
408	0.3380581987
409	0.3375521351
410	0.3369127577
411	0.3359676181
412	0.3351441261
413	0.334877662
414	0.334463135
415	0.3338279351
416	0.3336661829
417	0.3327578915
418	0.3325363673
419	0.3319079484
420	0.3311601257
421	0.3298641411
422	0.3295703681
423	0.3294777143
424	0.3293911452
425	0.328963414
426	0.3284628685
427	0.328304206
428	0.3274015967
429	0.3271181912
430	0.3267666435
431	0.3262831047
432	0.3257705988
433	0.3254266699
434	0.3254072487
435	0.3250105793
436	0.3241949932
437	0.3237019774
438	0.3231530952
439	0.3221508651
440	0.3219163112
441	0.3214628155
442	0.3208878216
443	0.3204465219
444	0.3201462429
445	0.3195766577
446	0.3188567291
447	0.3184854137
448	0.3177718736
449	0.3169947996
450	0.3161327876
451	0.3156114448
452	0.3149354634
453	0.3144386616
454	0.3142579165
455	0.3140510303
456	0.3137369567
457	0.3128696409
458	0.312537847
459	0.3116554637
460	0.3109194542
461	0.3104852283
462	0.3098611513
463	0.3093981384
464	0.309018085
465	0.3079246121
466	0.3075443208
467	0.307308549
468	0.3068104395
469	0.3061961594
470	0.306110475
471	0.3057883388
472	0.3051439814
473	0.3047270377
474	0.3042335321
475	0.3041301298
476	0.3037642577
477	0.3032030741
478	0.3031362603
479	0.3029054285
480	0.3027108384
481	0.3021922978
482	0.3018233674
483	0.3012323105
484	0.3008548778
485	0.3006361227
486	0.3002226591
487	0.3000628495
488	0.2997116481
489	0.2994771513
490	0.2985512235
491	0.298230258
492	0.2976708843
493	0.2972654406
494	0.2966782581
495	0.296302902
496	0.2960634013
497	0.2955595578
498	0.2950432817
499	0.2948185569
500	0.2942220448
501	0.2939834013
502	0.293804192
503	0.2937297995
504	0.2934829825
505	0.2931435265
506	0.2927823585
507	0.2924521983
508	0.2919141791
509	0.2918135645
510	0.2917381034
511	0.2912619476
512	0.2906077426
513	0.2903892561
514	0.2900506978
515	0.2899919101
516	0.2899071055
517	0.2898279174
518	0.2896218983
519	0.2895935425
520	0.289272466
521	0.2884612307
522	0.2880549626
523	0.28788356
524	0.2876805341
525	0.2871060607
526	0.2868992257
527	0.2865867398
528	0.2864272667
529	0.2862460159
530	0.2858987618
531	0.2856301701
532	0.2848411829
533	0.2843225019
534	0.2838793496
535	0.2838238518
536	0.283387182
537	0.283029381
538	0.282224049
539	0.2816889617
540	0.2808580699
541	0.2802240689
542	0.2799173121
543	0.2797977985
544	0.2788197264
545	0.278632338
546	0.2784590694
547	0.2782818011
548	0.2778602866
549	0.2774731515
550	0.2772298462
551	0.2769042757
552	0.2764203786
553	0.2760805437
554	0.2756931134
555	0.2753362675
556	0.2747241118
557	0.274630782
558	0.2745121639
559	0.2740505667
560	0.2736555799
561	0.2733633972
562	0.2727791176
563	0.2722325802
564	0.2718351551
565	0.2714169869
566	0.271111763
567	0.2710424047
568	0.2707907533
569	0.2706085757
570	0.2700968181
571	0.2699111438
572	0.2695449987
573	0.2693265407
574	0.2689726384
575	0.2684632407
576	0.268107927
577	0.2677324388
578	0.2675213661
579	0.2670385713
580	0.2668572804
581	0.2663142201
582	0.2662206901
583	0.2661650192
584	0.2656100232
585	0.2643992841
586	0.264125224
587	0.2639182341
588	0.2634979651
589	0.2632312646
590	0.263023177
591	0.2623148687
592	0.2621774834
593	0.2618091535
594	0.2615003202
595	0.2613049067
596	0.2611996887
597	0.260962746
598	0.2607023895
599	0.2602069015
600	0.2599354407
601	0.2598190889
602	0.2590777851
603	0.2589869037
604	0.2581664588
605	0.2578057759
606	0.257346585
607	0.2569557292
608	0.2566335085
609	0.2565459803
610	0.2563637623
611	0.2562335223
612	0.2557752633
613	0.2556604967
614	0.2554389676
615	0.2552069255
616	0.2549790474
617	0.2547283935
618	0.2546861446
619	0.25461264
620	0.2544298597
621	0.2539798943
622	0.2535976172
623	0.2533155154
624	0.253124658
625	0.2529533637
626	0.2526812376
627	0.2523063008
628	0.251979294
629	0.251814568
630	0.251165556
631	0.2508991155
632	0.2508599766
633	0.2506080804
634	0.2505387825
635	0.2503431925
636	0.2496821073
637	0.2495806089
638	0.2493607233
639	0.249156368
640	0.2489129218
641	0.2480854101
642	0.2476235002
643	0.2473243342
644	0.2470400728
645	0.2468513779
646	0.2463992189
647	0.2462132296
648	0.245957396
649	0.245932256
650	0.2451411534
651	0.2449576743
652	0.2447717397
653	0.2445029275
654	0.2441942708
655	0.2436699138
656	0.243644995
657	0.243589732
658	0.2429944498
659	0.2427146258
660	0.2425505007
661	0.2422036843
662	0.2418497842
663	0.2415347371
664	0.2413804782
665	0.2410705496
666	0.2408299877
667	0.2406121527
668	0.2404169289
669	0.2401978606
670	0.2399473717
671	0.2398589979
672	0.2393348734
673	0.2391979376
674	0.2389859405
675	0.2386524361
676	0.238612316
677	0.2384159004
678	0.2382763652
679	0.2382304247
680	0.237950349
681	0.2378340465
682	0.2375139731
683	0.2373534214
684	0.2372797614
685	0.2372765188
686	0.2369907213
687	0.2367254673
688	0.2361556182
689	0.235863344
690	0.2356441137
691	0.2354390275
692	0.2353417579
693	0.2350961523
694	0.2347193052
695	0.2342608157
696	0.2341399047
697	0.2337565374
698	0.2337234273
699	0.2334325425
700	0.2334057724
701	0.23322591
702	0.2330789632
703	0.2327081611
704	0.2322105745
705	0.2318958757
706	0.2318730059
707	0.2318548885
708	0.2316547311
709	0.2309585535
710	0.230700338
711	0.2304343503
712	0.2303463866
713	0.2302034926
714	0.2299430427
715	0.2297258878
716	0.2295179852
717	0.2291787486
718	0.228894853
719	0.2287050374
720	0.2284827104
721	0.2283224533
722	0.22815946
723	0.2280287516
724	0.2279249297
725	0.2276727449
726	0.2276453892
727	0.2275054207
728	0.2266051941
729	0.2265400545
730	0.2263600906
731	0.2262138091
732	0.2259939569
733	0.2258802265
734	0.2254930389
735	0.2251723629
736	0.2250795175
737	0.2248759122
738	0.2248116845
739	0.224804642
740	0.2247139385
741	0.2245036373
742	0.2241783357
743	0.2241345546
744	0.2240164151
745	0.2239974071
746	0.2239504994
747	0.2238160749
748	0.2235883486
749	0.2233711294
750	0.2232355125
751	0.2230452627
752	0.2228705852
753	0.2222142659
754	0.2220144991
755	0.2218348717
756	0.2213850728
757	0.2212177632
758	0.2208679463
759	0.2206918562
760	0.2206416378
761	0.220246619
762	0.2201020801
763	0.2195007138
764	0.2186841585
765	0.218473524
766	0.2182971946
767	0.2180510267
768	0.2178494964
769	0.217728662
770	0.2176241941
771	0.2168366872
772	0.2166763501
773	0.2164742969
774	0.2163130848
775	0.2162800579
776	0.2162126634
777	0.2161797449
778	0.2160262011
779	0.2159527162
780	0.2158560167
781	0.2157371778
782	0.2156655861
783	0.2154105988
784	0.2149881349
785	0.2148987432
786	0.2147286711
787	0.2147018632
788	0.2145628371
789	0.2145378744
790	0.2139636183
791	0.2138554496
792	0.2136823529
793	0.2136686464
794	0.2134597032
795	0.2130404607
796	0.2127249511
797	0.2125811407
798	0.2124989294
799	0.2120065724
800	0.2119516121
801	0.2115423586
802	0.2110268149
803	0.2108991757
804	0.2108032943
805	0.2104792974
806	0.2103619239
807	0.2101691915
808	0.2100982592
809	0.2100278587
810	0.2097247298
811	0.209655188
812	0.2094785941
813	0.2091824475
814	0.2089562798
815	0.2088293813
816	0.2087458179
817	0.2082685131
818	0.2079846711
819	0.2079261935
820	0.2079114286
821	0.2078086932
822	0.2075239218
823	0.2074789723
824	0.2074551328
825	0.2073275865
826	0.2072332986
827	0.2072090942
828	0.2071858214
829	0.2066911261
830	0.2063666592
831	0.2058130886
832	0.2055156279
833	0.2052505975
834	0.2048376297
835	0.2046778794
836	0.2044473298
837	0.2042819006
838	0.2042474219
839	0.2038391265
840	0.2035363993
841	0.2034652164
842	0.2034253374
843	0.20314335
844	0.2026975989
845	0.2026709559
846	0.2025078314
847	0.2024143442
848	0.2022941218
849	0.2020303036
850	0.2018829854
851	0.2018390481
852	0.2018012018
853	0.2017865882
854	0.2016151199
855	0.2015705532
856	0.2015226866
857	0.2013405213
858	0.2008391624
859	0.2005867571
860	0.2005633808
861	0.2001846347
862	0.1998945362
863	0.1998730201
864	0.1998610799
865	0.1997735097
866	0.1995768655
867	0.1994806088
868	0.1994138832
869	0.1993158233
870	0.1989966988
871	0.1989316271
872	0.1987478214
873	0.1986947293
874	0.1986807888
875	0.1986641917
876	0.1985979041
877	0.1984548727
878	0.1984394681
879	0.1984236224
880	0.1981793075
881	0.1981112929
882	0.198098519
883	0.1980962347
884	0.1974058189
885	0.1968960594
886	0.1968819903
887	0.1968293171
888	0.1968148693
889	0.1967077263
890	0.1966002219
891	0.1960908654
892	0.1959227432
893	0.1955432132
894	0.1952608529
895	0.1951740256
896	0.1951603685
897	0.1951400572
898	0.1947130812
899	0.1944269618
900	0.1942733264
901	0.1941771854
902	0.1941335709
903	0.1940911181
904	0.1939391347
905	0.1937358073
906	0.1934184604
907	0.1934062987
908	0.1933560937
909	0.1931349981
910	0.1929591901
911	0.1925519696
912	0.1923390695
913	0.1920065919
914	0.1916858808
915	0.1916357378
916	0.1916016968
917	0.1913712068
918	0.1912529894
919	0.1909732169
920	0.1903990399
921	0.190031824
922	0.1896474705
923	0.1894039016
924	0.1893876425
925	0.1893764067
926	0.1890432638
927	0.1890325583
928	0.1888305023
929	0.1888225512
930	0.1887839119
931	0.1887314215
932	0.1884107435
933	0.1881014725
934	0.1880652952
935	0.1880521601
936	0.188007153
937	0.1879892066
938	0.1879798858
939	0.1879465157
940	0.1878148183
941	0.1874031597
942	0.1872806139
943	0.1871121727
944	0.1870362369
945	0.1867040189
946	0.1866129637
947	0.1866113477
948	0.1865846344
949	0.1864584297
950	0.1863652169
951	0.186159957
952	0.1860292601
953	0.1860196861
954	0.186018355
955	0.1859816396
956	0.1856739472
957	0.1856687768
958	0.1855367184
959	0.185413373
960	0.1854084675
961	0.1852710756
962	0.1851333275
963	0.1851296439
964	0.1851213835
965	0.1851180906
966	0.185082287
967	0.1850778248
968	0.1850766613
969	0.1847122075
970	0.1846367678
971	0.184460961
972	0.1842888026
973	0.1840143656
974	0.1837063131
975	0.1836552631
976	0.1835586273
977	0.1833267155
978	0.183191876
979	0.1829045625
980	0.1829004708
981	0.1823325775
982	0.1821047344
983	0.1819934423
984	0.1819705906
985	0.181966631
986	0.1819628762
987	0.1819336367
988	0.1819033125
989	0.1818997162
990	0.1817972035
991	0.18172007
992	0.1815977876
993	0.1815120492
994	0.1811430645
995	0.1811261102
996	0.1810851447
997	0.1806943488
998	0.1806578146
999	0.1805454064
